mac_type,layer_idx,value,count
output_proj,1,-26,177896
output_proj,1,-24,182637
output_proj,1,-22,186743
output_proj,1,-20,192186
output_proj,1,-18,195882
output_proj,1,-16,199028
output_proj,1,-14,202682
output_proj,1,-12,204827
output_proj,1,-10,208544
output_proj,1,-8,209572
output_proj,1,-6,212165
output_proj,1,-4,213543
output_proj,1,-2,214836
output_proj,1,0,214522
output_proj,1,2,215443
output_proj,1,4,215150
output_proj,1,6,213969
output_proj,1,8,213833
output_proj,1,10,212324
output_proj,1,12,210199
output_proj,1,14,208102
output_proj,1,16,205425
output_proj,1,18,203158
output_proj,1,20,200549
output_proj,1,22,196222
output_proj,1,24,192791
output_proj,1,26,188704
output_proj,1,28,183740
output_proj,1,30,179197
output_proj,1,32,175280
output_proj,1,34,169561
output_proj,1,36,164409
output_proj,1,38,158831
output_proj,1,40,153687
output_proj,1,42,148080
output_proj,1,44,142517
output_proj,1,46,136868
output_proj,1,48,131634
output_proj,1,50,126376
output_proj,1,52,119664
output_proj,1,54,114590
output_proj,1,56,109485
output_proj,1,58,103861
output_proj,1,60,97996
output_proj,1,62,93370
output_proj,1,64,87921
output_proj,1,66,83138
output_proj,1,68,78527
output_proj,1,70,73903
output_proj,1,72,69802
output_proj,1,74,65485
output_proj,1,76,61059
output_proj,1,78,57422
output_proj,1,80,53389
output_proj,1,82,49844
output_proj,1,84,46561
output_proj,1,86,43178
output_proj,1,88,40320
output_proj,1,90,37248
output_proj,1,92,34509
output_proj,1,94,32306
output_proj,1,96,29253
output_proj,1,98,27050
output_proj,1,100,24905
output_proj,1,102,23068
output_proj,1,104,21179
output_proj,1,106,19624
output_proj,1,108,17740
output_proj,1,110,16407
output_proj,1,112,15062
output_proj,1,114,13809
output_proj,1,116,12622
output_proj,1,118,11593
output_proj,1,120,10447
output_proj,1,122,9471
output_proj,1,124,8819
output_proj,1,126,7922
output_proj,1,128,7139
output_proj,1,130,6683
output_proj,1,132,5948
output_proj,1,134,5519
output_proj,1,136,4955
output_proj,1,138,4485
output_proj,1,140,4143
output_proj,1,142,3728
output_proj,1,144,3360
output_proj,1,146,3123
output_proj,1,148,2736
output_proj,1,150,2586
output_proj,1,152,2257
output_proj,1,154,2102
output_proj,1,156,1890
output_proj,1,158,1734
output_proj,1,160,1558
output_proj,1,162,1390
output_proj,1,164,1266
output_proj,1,166,1167
output_proj,1,168,1019
output_proj,1,170,976
output_proj,1,172,890
output_proj,1,174,851
output_proj,1,176,752
output_proj,1,178,656
output_proj,1,180,594
output_proj,1,182,562
output_proj,1,184,494
output_proj,1,186,502
output_proj,1,188,388
output_proj,1,190,396
output_proj,1,192,336
output_proj,1,194,339
output_proj,1,196,286
output_proj,1,198,261
output_proj,1,200,221
output_proj,1,202,221
output_proj,1,204,195
output_proj,1,206,149
output_proj,1,208,163
output_proj,1,210,157
output_proj,1,212,132
output_proj,1,214,134
output_proj,1,216,105
output_proj,1,218,98
output_proj,1,220,88
output_proj,1,222,77
output_proj,1,224,73
output_proj,1,226,75
output_proj,1,228,71
output_proj,1,230,53
output_proj,1,232,47
output_proj,1,234,57
output_proj,1,236,44
output_proj,1,238,39
output_proj,1,240,53
output_proj,1,242,34
output_proj,1,244,21
output_proj,1,246,28
output_proj,1,248,25
output_proj,1,250,24
output_proj,1,252,19
output_proj,1,254,14
output_proj,1,256,14
output_proj,1,258,18
output_proj,1,260,7
output_proj,1,262,18
output_proj,1,264,15
output_proj,1,266,10
output_proj,1,268,8
output_proj,1,270,5
output_proj,1,272,7
output_proj,1,274,7
output_proj,1,276,6
output_proj,1,278,5
output_proj,1,280,4
output_proj,1,282,8
output_proj,1,284,4
output_proj,1,286,6
output_proj,1,288,2
output_proj,1,290,4
output_proj,1,292,3
output_proj,1,294,1
output_proj,1,296,2
output_proj,1,298,1
output_proj,1,300,4
output_proj,1,302,2
output_proj,1,304,1
output_proj,1,306,1
output_proj,1,308,1
output_proj,1,310,1
output_proj,1,314,1
output_proj,1,320,1
output_proj,1,322,2
output_proj,1,330,1
output_proj,1,332,1
output_proj,2,-390,1
output_proj,2,-386,1
output_proj,2,-382,2
output_proj,2,-380,1
output_proj,2,-378,3
output_proj,2,-376,3
output_proj,2,-374,2
output_proj,2,-372,7
output_proj,2,-370,7
output_proj,2,-368,5
output_proj,2,-366,9
output_proj,2,-364,10
output_proj,2,-362,9
output_proj,2,-360,7
output_proj,2,-358,9
output_proj,2,-356,14
output_proj,2,-354,14
output_proj,2,-352,13
output_proj,2,-350,11
output_proj,2,-348,7
